id,pos_x,pos_y,pos_z,rot_y_deg,type,width_m,depth_m,height_m,scale,district,seed,warp
240,10.939,0.0,59.58,18.9,Craftsmen,8.79,7.23,5.0,1.0,Craftsmen,1429458196,0.0
241,11.596,0.0,-33.875,145.72,Craftsmen,3.28,2.29,5.0,1.0,Craftsmen,1429458196,0.0
242,11.658,0.0,-40.889,236.24,Craftsmen,2.27,1.74,5.0,1.0,Craftsmen,1429458196,0.0
243,12.748,0.0,-57.136,270.93,Craftsmen,6.16,2.15,5.0,1.0,Craftsmen,1429458196,0.0
244,12.995,0.0,-41.782,55.29,Craftsmen,2.3,1.51,5.0,1.0,Craftsmen,1429458196,0.0
245,13.33,0.0,-38.99,145.72,Craftsmen,4.15,1.58,5.0,1.0,Craftsmen,1429458196,0.0
246,13.34,0.0,17.862,183.17,Craftsmen,6.07,2.8,5.0,1.0,Craftsmen,1429458196,0.0
247,13.534,0.0,26.078,111.38,Craftsmen,3.39,2.42,5.0,1.0,Craftsmen,1429458196,0.0
248,13.692,0.0,-37.16,145.72,Craftsmen,2.69,1.85,5.0,1.0,Craftsmen,1429458196,0.0
249,14.278,0.0,-2.401,83.85,Craftsmen,3.79,1.71,5.0,1.0,Craftsmen,1429458196,0.0
250,14.364,0.0,7.261,88.48,Craftsmen,1.95,1.09,5.0,1.0,Craftsmen,1429458196,0.0
251,14.772,0.0,-35.576,145.29,Craftsmen,2.7,2.01,5.0,1.0,Craftsmen,1429458196,0.0
252,14.942,0.0,-53.186,166.87,Craftsmen,7.68,3.23,5.0,1.0,Craftsmen,1429458196,0.0
253,15.412,0.0,3.382,6.66,Craftsmen,3.7,1.94,5.0,1.0,Craftsmen,1429458196,0.0
254,15.554,0.0,13.124,88.48,Craftsmen,4.18,3.15,5.0,1.0,Craftsmen,1429458196,0.0
255,15.666,0.0,24.723,9.86,Craftsmen,5.43,1.67,5.0,1.0,Craftsmen,1429458196,0.0
256,15.672,0.0,-48.06,346.87,Craftsmen,8.58,7.08,5.0,1.0,Craftsmen,1429458196,0.0
257,15.852,0.0,9.313,358.48,Craftsmen,3.95,2.23,5.0,1.0,Craftsmen,1429458196,0.0
258,15.868,0.0,-29.625,332.97,Craftsmen,6.41,3.71,5.0,1.0,Craftsmen,1429458196,0.0
259,15.888,0.0,27.193,111.38,Craftsmen,3.75,2.78,5.0,1.0,Craftsmen,1429458196,0.0
260,15.971,0.0,-37.517,235.29,Craftsmen,3.83,1.48,5.0,1.0,Craftsmen,1429458196,0.0
261,16.287,0.0,-56.983,270.93,Craftsmen,5.97,4.93,5.0,1.0,Craftsmen,1429458196,0.0
262,16.339,0.0,7.209,178.48,Craftsmen,2.87,1.95,5.0,1.0,Craftsmen,1429458196,0.0
263,16.478,0.0,5.85,6.66,Craftsmen,5.66,1.52,5.0,1.0,Craftsmen,1429458196,0.0
264,16.529,0.0,-3.807,353.85,Craftsmen,3.07,1.47,5.0,1.0,Craftsmen,1429458196,0.0
265,16.546,0.0,-1.915,359.11,Craftsmen,2.94,2.57,5.0,1.0,Craftsmen,1429458196,0.0
266,16.777,0.0,-34.04,152.97,Craftsmen,4.44,2.13,5.0,1.0,Craftsmen,1429458196,0.0
267,17.917,0.0,3.036,96.66,Craftsmen,3.21,1.2,5.0,1.0,Craftsmen,1429458196,0.0
268,18.09,0.0,21.936,279.86,Craftsmen,3.46,2.7,5.0,1.0,Craftsmen,1429458196,0.0
269,18.255,0.0,8.224,97.22,Craftsmen,4.37,1.52,5.0,1.0,Craftsmen,1429458196,0.0
270,18.441,0.0,-62.151,186.05,Craftsmen,13.89,5.23,5.0,1.0,Craftsmen,1429458196,0.0
271,19.13,0.0,30.275,163.8,Craftsmen,7.05,3.41,5.0,1.0,Craftsmen,1429458196,0.0
272,19.549,0.0,-31.365,55.29,Craftsmen,4.15,2.6,5.0,1.0,Craftsmen,1429458196,0.0
273,19.601,0.0,0.894,359.11,Craftsmen,4.2,1.94,5.0,1.0,Craftsmen,1429458196,0.0
274,19.748,0.0,-3.666,171.15,Craftsmen,3.91,2.6,5.0,1.0,Craftsmen,1429458196,0.0
275,19.773,0.0,35.04,159.1,Craftsmen,13.97,6.55,5.0,1.0,Craftsmen,1429458196,0.0
276,19.892,0.0,3.267,276.66,Craftsmen,3.21,2.78,5.0,1.0,Craftsmen,1429458196,0.0
277,19.924,0.0,18.724,90.69,Craftsmen,4.74,3.46,5.0,1.0,Craftsmen,1429458196,0.0
278,20.097,0.0,-1.67,179.11,Craftsmen,4.15,1.97,5.0,1.0,Craftsmen,1429458196,0.0
279,20.171,0.0,-40.948,235.29,Craftsmen,11.09,7.34,5.0,1.0,Craftsmen,1429458196,0.0
280,20.336,0.0,10.217,277.22,Craftsmen,4.72,1.91,5.0,1.0,Craftsmen,1429458196,0.0
281,20.631,0.0,27.02,69.1,Craftsmen,9.4,6.65,5.0,1.0,Craftsmen,1429458196,0.0
282,21.064,0.0,15.726,180.69,Craftsmen,4.92,1.28,5.0,1.0,Craftsmen,1429458196,0.0
283,21.158,0.0,13.997,180.69,Craftsmen,4.77,2.18,5.0,1.0,Craftsmen,1429458196,0.0
284,21.719,0.0,2.682,81.15,Craftsmen,5.52,1.97,5.0,1.0,Craftsmen,1429458196,0.0
285,22.356,0.0,46.323,331.79,Craftsmen,8.16,5.02,5.0,1.0,Craftsmen,1429458196,0.0
286,22.447,0.0,6.933,187.22,Craftsmen,5.27,2.32,5.0,1.0,Craftsmen,1429458196,0.0
287,22.507,0.0,40.479,249.1,Craftsmen,5.57,3.0,5.0,1.0,Craftsmen,1429458196,0.0
288,22.572,0.0,18.499,270.69,Craftsmen,4.23,1.83,5.0,1.0,Craftsmen,1429458196,0.0
289,22.742,0.0,-53.864,346.87,Craftsmen,6.62,2.79,5.0,1.0,Craftsmen,1429458196,0.0
290,23.0,0.0,9.484,178.68,Craftsmen,4.09,3.24,5.0,1.0,Craftsmen,1429458196,0.0
291,23.076,0.0,11.726,178.68,Craftsmen,4.14,1.24,5.0,1.0,Craftsmen,1429458196,0.0
292,23.274,0.0,-2.931,83.85,Craftsmen,4.66,1.85,5.0,1.0,Craftsmen,1429458196,0.0
293,23.722,0.0,-49.48,346.87,Craftsmen,6.54,6.19,5.0,1.0,Craftsmen,1429458196,0.0
294,24.676,0.0,-29.506,344.44,Craftsmen,2.72,1.45,5.0,1.0,Craftsmen,1429458196,0.0
295,24.78,0.0,-41.411,256.87,Craftsmen,8.8,4.31,5.0,1.0,Craftsmen,1429458196,0.0
296,25.066,0.0,55.544,336.58,Craftsmen,7.05,4.88,5.0,1.0,Craftsmen,1429458196,0.0
297,25.142,0.0,50.581,156.58,Craftsmen,11.26,4.16,5.0,1.0,Craftsmen,1429458196,0.0
298,25.164,0.0,-27.763,344.34,Craftsmen,2.72,2.17,5.0,1.0,Craftsmen,1429458196,0.0
299,25.235,0.0,14.198,88.68,Craftsmen,2.6,2.27,5.0,1.0,Craftsmen,1429458196,0.0
300,25.488,0.0,0.537,2.53,Craftsmen,5.52,2.4,5.0,1.0,Craftsmen,1429458196,0.0
301,25.599,0.0,18.252,161.19,Craftsmen,3.86,1.89,5.0,1.0,Craftsmen,1429458196,0.0
302,25.662,0.0,3.735,0.52,Craftsmen,5.04,4.15,5.0,1.0,Craftsmen,1429458196,0.0
303,25.665,0.0,-34.132,325.29,Craftsmen,8.61,6.37,5.0,1.0,Craftsmen,1429458196,0.0
304,25.805,0.0,16.643,2.53,Craftsmen,3.46,2.39,5.0,1.0,Craftsmen,1429458196,0.0
305,25.984,0.0,58.652,343.39,Craftsmen,6.43,2.33,5.0,1.0,Craftsmen,1429458196,0.0
306,26.058,0.0,38.744,159.1,Craftsmen,4.87,4.86,5.0,1.0,Craftsmen,1429458196,0.0
307,26.25,0.0,-1.742,2.53,Craftsmen,4.2,2.22,5.0,1.0,Craftsmen,1429458196,0.0
308,26.4,0.0,-4.077,353.85,Craftsmen,4.62,3.05,5.0,1.0,Craftsmen,1429458196,0.0
309,26.436,0.0,22.757,159.1,Craftsmen,6.04,5.4,5.0,1.0,Craftsmen,1429458196,0.0
310,26.559,0.0,9.129,266.45,Craftsmen,6.36,3.19,5.0,1.0,Craftsmen,1429458196,0.0
311,26.647,0.0,-21.905,254.34,Craftsmen,4.75,2.41,5.0,1.0,Craftsmen,1429458196,0.0
312,26.779,0.0,-26.319,344.34,Craftsmen,5.05,1.48,5.0,1.0,Craftsmen,1429458196,0.0
313,26.966,0.0,14.152,92.53,Craftsmen,2.68,1.36,5.0,1.0,Craftsmen,1429458196,0.0
314,27.109,0.0,60.662,148.38,Craftsmen,6.97,3.85,5.0,1.0,Craftsmen,1429458196,0.0
315,27.189,0.0,-25.379,178.2,Craftsmen,5.31,1.68,5.0,1.0,Craftsmen,1429458196,0.0
316,27.401,0.0,-29.139,254.44,Craftsmen,3.62,2.33,5.0,1.0,Craftsmen,1429458196,0.0
317,27.885,0.0,43.528,249.1,Craftsmen,5.38,4.87,5.0,1.0,Craftsmen,1429458196,0.0
318,28.184,0.0,-17.176,254.34,Craftsmen,3.99,2.82,5.0,1.0,Craftsmen,1429458196,0.0
319,28.859,0.0,53.186,73.39,Craftsmen,3.86,2.2,5.0,1.0,Craftsmen,1429458196,0.0
320,29.196,0.0,66.697,59.88,Craftsmen,7.55,4.85,5.0,1.0,Craftsmen,1429458196,0.0
321,29.541,0.0,26.828,153.88,Craftsmen,9.45,5.21,5.0,1.0,Craftsmen,1429458196,0.0
322,29.712,0.0,-22.454,164.39,Craftsmen,5.83,4.16,5.0,1.0,Craftsmen,1429458196,0.0
323,29.792,0.0,-12.674,254.34,Craftsmen,4.6,3.49,5.0,1.0,Craftsmen,1429458196,0.0
324,29.904,0.0,-55.227,258.54,Craftsmen,14.78,6.84,5.0,1.0,Craftsmen,1429458196,0.0
325,30.088,0.0,-28.141,81.56,Craftsmen,7.43,3.15,5.0,1.0,Craftsmen,1429458196,0.0
326,30.241,0.0,-17.857,251.76,Craftsmen,3.86,1.68,5.0,1.0,Craftsmen,1429458196,0.0
327,30.806,0.0,55.358,153.49,Craftsmen,5.14,2.2,5.0,1.0,Craftsmen,1429458196,0.0
328,30.877,0.0,52.643,63.49,Craftsmen,4.26,2.59,5.0,1.0,Craftsmen,1429458196,0.0
329,30.941,0.0,-43.616,346.87,Craftsmen,8.93,7.31,5.0,1.0,Craftsmen,1429458196,0.0
330,31.689,0.0,62.216,328.38,Craftsmen,2.82,2.4,5.0,1.0,Craftsmen,1429458196,0.0
331,31.692,0.0,56.964,163.39,Craftsmen,5.47,2.3,5.0,1.0,Craftsmen,1429458196,0.0
332,31.718,0.0,-9.343,188.98,Craftsmen,5.59,3.64,5.0,1.0,Craftsmen,1429458196,0.0
333,31.991,0.0,32.828,149.63,Craftsmen,10.55,7.15,5.0,1.0,Craftsmen,1429458196,0.0
334,32.176,0.0,-18.454,251.76,Craftsmen,3.79,2.36,5.0,1.0,Craftsmen,1429458196,0.0
335,32.228,0.0,71.802,149.08,Craftsmen,6.13,4.4,5.0,1.0,Craftsmen,1429458196,0.0
336,32.251,0.0,-36.71,347.81,Craftsmen,8.45,6.87,5.0,1.0,Craftsmen,1429458196,0.0
337,32.673,0.0,58.937,343.39,Craftsmen,5.01,2.04,5.0,1.0,Craftsmen,1429458196,0.0
338,32.885,0.0,-30.886,261.56,Craftsmen,3.35,1.99,5.0,1.0,Craftsmen,1429458196,0.0
339,33.585,0.0,65.487,239.88,Craftsmen,5.24,2.76,5.0,1.0,Craftsmen,1429458196,0.0
340,33.668,0.0,-27.117,76.42,Craftsmen,4.82,2.87,5.0,1.0,Craftsmen,1429458196,0.0
341,34.356,0.0,-31.367,253.12,Craftsmen,3.09,1.54,5.0,1.0,Craftsmen,1429458196,0.0
342,34.359,0.0,-19.991,164.39,Craftsmen,2.83,1.89,5.0,1.0,Craftsmen,1429458196,0.0
343,34.482,0.0,-9.574,64.2,Craftsmen,4.55,2.49,5.0,1.0,Craftsmen,1429458196,0.0
344,34.823,0.0,25.034,26.9,Craftsmen,7.42,3.57,5.0,1.0,Craftsmen,1429458196,0.0
345,34.834,0.0,-18.279,161.76,Craftsmen,2.91,1.79,5.0,1.0,Craftsmen,1429458196,0.0
346,35.452,0.0,-23.535,164.39,Craftsmen,5.34,3.15,5.0,1.0,Craftsmen,1429458196,0.0
347,35.477,0.0,62.932,63.49,Craftsmen,7.94,3.55,5.0,1.0,Craftsmen,1429458196,0.0
348,35.632,0.0,38.836,158.64,Craftsmen,11.81,8.44,5.0,1.0,Craftsmen,1429458196,0.0
349,35.913,0.0,-15.669,341.76,Craftsmen,4.58,2.64,5.0,1.0,Craftsmen,1429458196,0.0
350,36.118,0.0,54.336,153.49,Craftsmen,4.08,3.49,5.0,1.0,Craftsmen,1429458196,0.0
351,36.29,0.0,-31.905,254.44,Craftsmen,3.06,2.55,5.0,1.0,Craftsmen,1429458196,0.0
352,36.342,0.0,46.392,158.64,Craftsmen,4.55,4.15,5.0,1.0,Craftsmen,1429458196,0.0
353,36.364,0.0,-11.985,64.2,Craftsmen,3.72,1.8,5.0,1.0,Craftsmen,1429458196,0.0
354,36.425,0.0,69.338,239.08,Craftsmen,4.31,2.41,5.0,1.0,Craftsmen,1429458196,0.0
355,36.454,0.0,-19.74,251.76,Craftsmen,3.55,1.08,5.0,1.0,Craftsmen,1429458196,0.0
356,36.764,0.0,-29.275,163.12,Craftsmen,3.1,2.31,5.0,1.0,Craftsmen,1429458196,0.0
357,37.393,0.0,56.974,145.81,Craftsmen,4.43,2.88,5.0,1.0,Craftsmen,1429458196,0.0
358,37.473,0.0,-26.955,166.42,Craftsmen,3.25,2.71,5.0,1.0,Craftsmen,1429458196,0.0
359,37.986,0.0,-12.81,72.31,Craftsmen,4.01,2.34,5.0,1.0,Craftsmen,1429458196,0.0
360,38.183,0.0,-50.943,260.57,Craftsmen,14.78,7.05,5.0,1.0,Craftsmen,1429458196,0.0
361,38.297,0.0,-9.714,342.31,Craftsmen,3.63,2.08,5.0,1.0,Craftsmen,1429458196,0.0
362,38.63,0.0,68.059,239.88,Craftsmen,4.28,2.75,5.0,1.0,Craftsmen,1429458196,0.0
363,38.932,0.0,-24.417,254.39,Craftsmen,2.97,1.84,5.0,1.0,Craftsmen,1429458196,0.0
364,39.108,0.0,-19.911,252.31,Craftsmen,4.75,4.11,5.0,1.0,Craftsmen,1429458196,0.0
365,39.172,0.0,63.762,26.45,Craftsmen,5.15,2.48,5.0,1.0,Craftsmen,1429458196,0.0
366,39.229,0.0,45.262,69.82,Craftsmen,4.19,1.73,5.0,1.0,Craftsmen,1429458196,0.0
367,39.465,0.0,53.766,235.81,Craftsmen,5.86,2.6,5.0,1.0,Craftsmen,1429458196,0.0
368,39.532,0.0,-33.775,163.12,Craftsmen,3.61,1.28,5.0,1.0,Craftsmen,1429458196,0.0
369,40.297,0.0,-31.951,343.12,Craftsmen,4.02,2.66,5.0,1.0,Craftsmen,1429458196,0.0
370,40.331,0.0,62.012,55.81,Craftsmen,8.75,4.25,5.0,1.0,Craftsmen,1429458196,0.0
371,40.458,0.0,-29.464,343.12,Craftsmen,2.88,2.2,5.0,1.0,Craftsmen,1429458196,0.0
372,40.508,0.0,-40.029,164.44,Craftsmen,9.01,8.33,5.0,1.0,Craftsmen,1429458196,0.0
373,40.611,0.0,-14.976,73.12,Craftsmen,4.42,4.04,5.0,1.0,Craftsmen,1429458196,0.0
374,40.769,0.0,-8.327,188.98,Craftsmen,10.6,4.45,5.0,1.0,Craftsmen,1429458196,0.0
375,41.22,0.0,-26.142,253.12,Craftsmen,4.65,2.41,5.0,1.0,Craftsmen,1429458196,0.0
376,41.745,0.0,-11.421,342.31,Craftsmen,3.98,3.1,5.0,1.0,Craftsmen,1429458196,0.0
377,41.754,0.0,52.402,239.03,Craftsmen,5.72,3.04,5.0,1.0,Craftsmen,1429458196,0.0
378,41.946,0.0,-34.94,187.85,Craftsmen,3.9,1.42,5.0,1.0,Craftsmen,1429458196,0.0
379,42.197,0.0,66.107,243.49,Craftsmen,4.28,4.45,5.0,1.0,Craftsmen,1429458196,0.0
380,42.593,0.0,-32.142,277.85,Craftsmen,2.75,1.8,5.0,1.0,Craftsmen,1429458196,0.0
381,42.726,0.0,-23.052,159.75,Craftsmen,3.57,1.14,5.0,1.0,Craftsmen,1429458196,0.0
382,42.836,0.0,32.044,239.63,Craftsmen,15.28,7.75,5.0,1.0,Craftsmen,1429458196,0.0
383,43.32,0.0,-30.293,163.82,Craftsmen,5.08,2.18,5.0,1.0,Craftsmen,1429458196,0.0
384,43.464,0.0,-21.07,163.12,Craftsmen,3.76,3.29,5.0,1.0,Craftsmen,1429458196,0.0
385,44.064,0.0,60.433,116.45,Craftsmen,6.39,3.82,5.0,1.0,Craftsmen,1429458196,0.0
386,44.174,0.0,49.066,78.45,Craftsmen,5.85,4.45,5.0,1.0,Craftsmen,1429458196,0.0
387,44.454,0.0,-27.153,253.82,Craftsmen,4.48,4.42,5.0,1.0,Craftsmen,1429458196,0.0
388,44.561,0.0,-17.245,78.14,Craftsmen,5.04,4.03,5.0,1.0,Craftsmen,1429458196,0.0
389,44.666,0.0,-31.839,91.51,Craftsmen,3.03,2.67,5.0,1.0,Craftsmen,1429458196,0.0
390,45.072,0.0,-34.661,344.44,Craftsmen,2.86,2.46,5.0,1.0,Craftsmen,1429458196,0.0
391,45.449,0.0,52.562,339.82,Craftsmen,3.71,2.09,5.0,1.0,Craftsmen,1429458196,0.0
392,45.779,0.0,-13.131,343.12,Craftsmen,3.58,2.64,5.0,1.0,Craftsmen,1429458196,0.0
393,45.782,0.0,-22.413,249.75,Craftsmen,4.46,1.72,5.0,1.0,Craftsmen,1429458196,0.0
394,46.271,0.0,-11.109,343.12,Craftsmen,3.35,1.51,5.0,1.0,Craftsmen,1429458196,0.0
395,46.607,0.0,-9.946,336.85,Craftsmen,3.34,1.27,5.0,1.0,Craftsmen,1429458196,0.0
396,46.847,0.0,-8.508,348.14,Craftsmen,3.15,2.23,5.0,1.0,Craftsmen,1429458196,0.0
397,46.956,0.0,55.642,235.81,Craftsmen,5.66,4.13,5.0,1.0,Craftsmen,1429458196,0.0
398,47.487,0.0,-5.934,78.14,Craftsmen,3.08,2.95,5.0,1.0,Craftsmen,1429458196,0.0
399,-265.404,0.0,-132.888,322.11,Farm,4.0,2.09,5.0,1.0,Farm,1429458196,0.0
400,-265.049,0.0,-130.63,232.11,Farm,1.91,1.79,5.0,1.0,Farm,1429458196,0.0
401,-263.47,0.0,-131.859,322.11,Farm,2.21,1.91,5.0,1.0,Farm,1429458196,0.0
402,-256.519,0.0,-51.644,196.79,Farm,2.36,2.18,5.0,1.0,Farm,1429458196,0.0
403,-254.583,0.0,-51.139,286.79,Farm,2.33,1.64,5.0,1.0,Farm,1429458196,0.0
404,-254.005,0.0,-53.053,286.79,Farm,1.67,1.64,5.0,1.0,Farm,1429458196,0.0
405,-248.798,0.0,86.35,271.5,Farm,4.0,1.87,5.0,1.0,Farm,1429458196,0.0
406,-246.768,0.0,85.211,181.5,Farm,2.13,1.62,5.0,1.0,Farm,1429458196,0.0
407,-98.07,0.0,-174.97,216.23,Farm,4.0,2.2,5.0,1.0,Farm,1429458196,0.0
408,-96.887,0.0,-176.584,36.23,Farm,4.0,1.8,5.0,1.0,Farm,1429458196,0.0
409,-90.831,0.0,-62.288,99.4,Farm,4.0,1.65,5.0,1.0,Farm,1429458196,0.0
410,-83.453,0.0,99.969,156.0,Farm,4.0,2.21,5.0,1.0,Farm,1429458196,0.0
411,-60.019,0.0,-106.027,25.9,Farm,4.0,1.72,5.0,1.0,Farm,1429458196,0.0
412,-19.21,0.0,-282.177,193.75,Farm,2.31,2.21,5.0,1.0,Farm,1429458196,0.0
413,-17.479,0.0,-280.834,103.75,Farm,4.0,1.69,5.0,1.0,Farm,1429458196,0.0
414,-17.429,0.0,222.541,127.08,Farm,2.32,2.25,5.0,1.0,Farm,1429458196,0.0
415,-15.833,0.0,223.747,127.08,Farm,2.32,1.75,5.0,1.0,Farm,1429458196,0.0
416,-8.797,0.0,-169.326,344.9,Farm,4.0,1.77,5.0,1.0,Farm,1429458196,0.0
417,19.522,0.0,-287.328,289.08,Farm,2.32,2.27,5.0,1.0,Farm,1429458196,0.0
418,37.469,0.0,92.04,293.95,Farm,2.39,2.09,5.0,1.0,Farm,1429458196,0.0
419,37.531,0.0,94.256,203.95,Farm,4.0,1.61,5.0,1.0,Farm,1429458196,0.0
420,39.297,0.0,92.852,113.95,Farm,2.39,1.91,5.0,1.0,Farm,1429458196,0.0
421,57.172,0.0,-230.412,234.5,Farm,4.0,2.32,5.0,1.0,Farm,1429458196,0.0
422,58.8,0.0,-231.574,54.5,Farm,4.0,1.68,5.0,1.0,Farm,1429458196,0.0
423,67.98,0.0,-144.144,202.76,Farm,2.31,1.76,5.0,1.0,Farm,1429458196,0.0
424,68.508,0.0,75.312,267.67,Farm,4.0,2.16,5.0,1.0,Farm,1429458196,0.0
425,70.506,0.0,75.23,87.67,Farm,4.0,1.84,5.0,1.0,Farm,1429458196,0.0
426,70.658,0.0,-145.358,292.76,Farm,1.93,1.69,5.0,1.0,Farm,1429458196,0.0
427,83.404,0.0,192.158,263.09,Farm,2.36,1.61,5.0,1.0,Farm,1429458196,0.0
428,85.291,0.0,-74.147,205.84,Farm,4.0,1.77,5.0,1.0,Farm,1429458196,0.0
429,85.434,0.0,189.898,173.09,Farm,1.81,1.64,5.0,1.0,Farm,1429458196,0.0
430,86.162,0.0,-75.947,25.84,Farm,4.0,2.23,5.0,1.0,Farm,1429458196,0.0
431,93.627,0.0,-239.153,307.19,Farm,4.0,1.72,5.0,1.0,Farm,1429458196,0.0
432,124.516,0.0,215.064,211.49,Farm,1.89,1.84,5.0,1.0,Farm,1429458196,0.0
433,153.094,0.0,-146.692,231.97,Farm,2.15,2.02,5.0,1.0,Farm,1429458196,0.0
434,153.525,0.0,257.233,299.93,Farm,4.0,1.74,5.0,1.0,Farm,1429458196,0.0
435,154.669,0.0,-147.924,51.97,Farm,2.15,1.98,5.0,1.0,Farm,1429458196,0.0
436,162.951,0.0,4.767,45.01,Farm,2.4,1.85,5.0,1.0,Farm,1429458196,0.0
437,190.585,0.0,94.575,142.82,Farm,2.26,1.69,5.0,1.0,Farm,1429458196,0.0
438,226.251,0.0,-60.818,46.47,Farm,4.0,1.62,5.0,1.0,Farm,1429458196,0.0
439,306.524,0.0,86.865,268.14,Farm,1.95,1.84,5.0,1.0,Farm,1429458196,0.0
440,306.725,0.0,88.86,358.14,Farm,2.11,2.05,5.0,1.0,Farm,1429458196,0.0
441,355.522,0.0,-61.948,52.81,Farm,4.0,2.02,5.0,1.0,Farm,1429458196,0.0
442,-70.757,0.0,-6.002,106.66,Gate,5.84,5.96,5.0,1.0,Gate,1429458196,0.0
443,-69.988,0.0,-10.798,300.45,Gate,3.37,2.89,5.0,1.0,Gate,1429458196,0.0
444,-68.118,0.0,-0.453,247.59,Gate,7.14,3.59,5.0,1.0,Gate,1429458196,0.0
445,-67.505,0.0,-16.134,300.45,Gate,4.93,1.76,5.0,1.0,Gate,1429458196,0.0
446,-66.986,0.0,-9.444,30.45,Gate,4.97,2.66,5.0,1.0,Gate,1429458196,0.0
447,-66.934,0.0,-4.905,286.66,Gate,5.75,1.99,5.0,1.0,Gate,1429458196,0.0
448,-66.637,0.0,-12.632,210.45,Gate,6.81,3.18,5.0,1.0,Gate,1429458196,0.0
449,-65.008,0.0,-15.525,286.66,Gate,4.63,4.39,5.0,1.0,Gate,1429458196,0.0
450,-64.849,0.0,2.219,166.0,Gate,7.28,5.15,5.0,1.0,Gate,1429458196,0.0
451,-63.497,0.0,-18.074,204.26,Gate,6.95,1.88,5.0,1.0,Gate,1429458196,0.0
452,-63.403,0.0,-1.084,196.66,Gate,5.76,4.07,5.0,1.0,Gate,1429458196,0.0
453,-63.256,0.0,-22.906,114.26,Gate,5.93,2.88,5.0,1.0,Gate,1429458196,0.0
454,-63.118,0.0,-32.65,239.68,Gate,5.57,2.72,5.0,1.0,Gate,1429458196,0.0
455,-62.904,0.0,-69.329,236.67,Gate,8.35,3.45,5.0,1.0,Gate,1429458196,0.0
456,-62.77,0.0,-3.843,17.9,Gate,5.43,1.69,5.0,1.0,Gate,1429458196,0.0
457,-62.638,0.0,-41.318,210.53,Gate,7.12,5.66,5.0,1.0,Gate,1429458196,0.0
458,-62.415,0.0,-6.615,197.9,Gate,4.55,3.8,5.0,1.0,Gate,1429458196,0.0
459,-61.724,0.0,-34.456,300.53,Gate,4.03,3.94,5.0,1.0,Gate,1429458196,0.0
460,-61.449,0.0,-61.308,56.67,Gate,5.46,3.79,5.0,1.0,Gate,1429458196,0.0
461,-60.775,0.0,-47.431,55.14,Gate,4.38,3.97,5.0,1.0,Gate,1429458196,0.0
462,-60.59,0.0,-20.69,294.26,Gate,4.08,3.8,5.0,1.0,Gate,1429458196,0.0
463,-59.953,0.0,-5.889,107.9,Gate,3.93,1.33,5.0,1.0,Gate,1429458196,0.0
464,-59.785,0.0,-63.97,64.12,Gate,3.16,2.26,5.0,1.0,Gate,1429458196,0.0
465,-59.513,0.0,-71.796,75.39,Gate,1.86,1.35,5.0,1.0,Gate,1429458196,0.0
466,-59.513,0.0,-11.278,24.26,Gate,8.41,7.24,5.0,1.0,Gate,1429458196,0.0
467,-59.441,0.0,-74.479,335.31,Gate,3.6,3.22,5.0,1.0,Gate,1429458196,0.0
468,-59.37,0.0,-23.394,22.82,Gate,3.85,1.95,5.0,1.0,Gate,1429458196,0.0
469,-59.316,0.0,1.221,17.9,Gate,8.26,5.82,5.0,1.0,Gate,1429458196,0.0
470,-59.234,0.0,-28.298,147.27,Gate,7.51,5.09,5.0,1.0,Gate,1429458196,0.0
471,-58.947,0.0,-43.846,329.8,Gate,4.37,2.79,5.0,1.0,Gate,1429458196,0.0
472,-58.43,0.0,-38.448,300.53,Gate,4.99,3.04,5.0,1.0,Gate,1429458196,0.0
473,-58.41,0.0,-4.471,102.26,Gate,5.9,3.01,5.0,1.0,Gate,1429458196,0.0
474,-58.331,0.0,-61.402,64.12,Gate,2.73,1.89,5.0,1.0,Gate,1429458196,0.0
475,-57.197,0.0,-30.148,57.27,Gate,6.0,2.18,5.0,1.0,Gate,1429458196,0.0
476,-57.139,0.0,-41.732,59.8,Gate,5.09,3.37,5.0,1.0,Gate,1429458196,0.0
477,-57.09,0.0,-25.08,327.27,Gate,3.09,1.44,5.0,1.0,Gate,1429458196,0.0
478,-56.32,0.0,-18.468,110.99,Gate,8.8,5.09,5.0,1.0,Gate,1429458196,0.0
479,-56.182,0.0,-65.53,244.12,Gate,4.65,1.58,5.0,1.0,Gate,1429458196,0.0
480,-55.927,0.0,-33.819,127.9,Gate,3.9,2.85,5.0,1.0,Gate,1429458196,0.0
481,-55.336,0.0,-52.302,64.12,Gate,7.35,4.45,5.0,1.0,Gate,1429458196,0.0
482,-55.177,0.0,-23.992,57.27,Gate,5.34,3.15,5.0,1.0,Gate,1429458196,0.0
483,-55.041,0.0,-2.352,282.26,Gate,3.82,3.27,5.0,1.0,Gate,1429458196,0.0
484,-54.138,0.0,-4.982,12.26,Gate,3.92,3.08,5.0,1.0,Gate,1429458196,0.0
485,-54.131,0.0,-65.996,341.24,Gate,3.09,1.31,5.0,1.0,Gate,1429458196,0.0
486,-53.955,0.0,-36.481,37.9,Gate,3.01,2.73,5.0,1.0,Gate,1429458196,0.0
487,-53.825,0.0,-45.281,239.8,Gate,5.46,4.73,5.0,1.0,Gate,1429458196,0.0
488,-53.686,0.0,-64.717,341.24,Gate,3.07,1.4,5.0,1.0,Gate,1429458196,0.0
489,-53.598,0.0,-8.497,192.26,Gate,5.37,2.82,5.0,1.0,Gate,1429458196,0.0
